project_name,function,executions,mean,cv,rciw95,rciw99,rciw99mjhd,rmad,rmadhd,code_pkgfiles,code_fileloc,code_namelength,code_parameters,code_returns,code_loc,code_funccalls,code_loops,code_nestedloops,code_channels,code_sends,code_receives,code_closes,code_gos,code_concrranges,code_selects,code_selectcases,code_variables,code_pointers,code_slices,code_maps,code_ifelses,code_switches,code_switchcases,code_panics,code_recovers,code_defers,code_cyclomaticcomplexity,code_bufio,code_bytes,code_crypto,code_database/sql,code_encoding,code_encoding/binary,code_encoding/csv,code_encoding/json,code_encoding/xml,code_io,code_io/ioutil,code_math,code_math/rand,code_mime,code_net,code_net/http,code_net/http/httptest,code_net/http/httptrace,code_net/http/httputil,code_net/rpc,code_net/rpc/jsonrpc,code_net/smtp,code_net/textproto,code_os,code_os/exec,code_os/signal,code_sort,code_strconv,code_sync,code_sync/atomic,code_syscall,bench_pkgfiles,bench_fileloc,bench_namelength,bench_parameters,bench_returns,bench_loc,bench_funccalls,bench_loops,bench_nestedloops,bench_channels,bench_sends,bench_receives,bench_closes,bench_gos,bench_concrranges,bench_selects,bench_selectcases,bench_variables,bench_pointers,bench_slices,bench_maps,bench_ifelses,bench_switches,bench_switchcases,bench_panics,bench_recovers,bench_defers,bench_cyclomaticcomplexity,bench_bufio,bench_bytes,bench_crypto,bench_database/sql,bench_encoding,bench_encoding/binary,bench_encoding/csv,bench_encoding/json,bench_encoding/xml,bench_io,bench_io/ioutil,bench_math,bench_math/rand,bench_mime,bench_net,bench_net/http,bench_net/http/httptest,bench_net/http/httptrace,bench_net/http/httputil,bench_net/rpc,bench_net/rpc/jsonrpc,bench_net/smtp,bench_net/textproto,bench_os,bench_os/exec,bench_os/signal,bench_sort,bench_strconv,bench_sync,bench_sync/atomic,bench_syscall
henrylee2cn/faygo,/logging/console_test.go/BenchmarkLogLogBackendLongFileFlag,10,3777.1,0.2794789338595583,0.309761457202623,0.4024251409811832,0.4875716281938601,0.2797463973509934,0.2372429698489887,7611,167453,34,1,376,4801,1943,98,16,5,6,9,5,8,0,3,6,104,16,89,12,571,38,153,25,1,32,1319,3,66,17,0,26,6,0,1,0,18,1,3,3,0,29,17,0,0,0,0,0,0,1,67,1,2,2,14,97,8,1,16,159,34,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
henrylee2cn/faygo,/logging/console_test.go/BenchmarkLogLogBackendStdFlags,10,1732.0,0.2244400267453926,0.2713625866050834,0.3521939953810571,0.5077975595591203,0.1877701242415486,0.2409382602856979,7611,167453,30,1,376,4801,1943,98,16,5,6,9,5,8,0,3,6,104,16,89,12,571,38,153,25,1,32,1319,3,66,17,0,26,6,0,1,0,18,1,3,3,0,29,17,0,0,0,0,0,0,1,67,1,2,2,14,97,8,1,16,159,30,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
henrylee2cn/faygo,/logging/console_test.go/BenchmarkLogMemoryBackend,10,479.4,1.723480282000241,2.127659574468083,2.7325823946599845,2.7137356034201727,0.8506183246073298,1.1685188601767984,7611,167562,25,1,376,4801,1943,98,16,5,6,9,5,8,0,3,6,104,16,89,12,571,38,153,25,1,32,1319,3,66,17,0,26,6,0,1,0,18,1,3,3,0,29,17,0,0,0,0,0,0,1,67,1,2,2,14,97,8,1,16,159,25,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
henrylee2cn/faygo,/logging/console_test.go/BenchmarkLogMemoryBackendIgnored,10,185.8,0.5558641329325319,0.5920344456404858,0.7534983853606059,1.4069349977446464,0.4379194070080862,0.4623952493429124,7611,167562,32,1,376,4801,1943,98,16,5,6,9,5,8,0,3,6,104,16,89,12,571,38,153,25,1,32,1319,3,66,17,0,26,6,0,1,0,18,1,3,3,0,29,17,0,0,0,0,0,0,1,67,1,2,2,14,97,8,1,16,159,32,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
henrylee2cn/faygo,/logging/file_test.go/BenchmarkFile,10,3013.1,1.1571555005673948,1.3275364242806411,1.7125219873220243,2.4516669715513197,1.3503000332446806,1.199055791962169,7547,167515,13,1,375,4811,1948,96,16,7,6,9,5,8,0,3,6,103,17,89,12,575,38,153,26,1,32,1319,3,66,17,0,26,6,0,1,0,18,1,3,3,0,29,17,0,0,0,0,0,0,1,71,1,2,2,14,97,8,1,16,198,13,1,0,12,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
henrylee2cn/faygo,/logging/file_test.go/BenchmarkFileAsynchronous,10,2999.9,0.3779374059029332,0.4533484449481618,0.6233541118037207,0.7399877329837479,0.0270780166666666,0.2491947398787929,7547,167515,25,1,375,4811,1948,96,16,7,6,9,5,8,0,3,6,103,17,89,12,575,38,153,26,1,32,1319,3,66,17,0,26,6,0,1,0,18,1,3,3,0,29,17,0,0,0,0,0,0,1,71,1,2,2,14,97,8,1,16,198,25,1,0,12,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
henrylee2cn/faygo,/logging/file_test.go/BenchmarkFileAsynchronousCallDepth,10,3016.3,0.9341976184666696,1.1471007525776582,1.432218280674993,1.3160526110001285,0.0270780166666666,0.3843456480612308,7547,167515,34,1,375,4812,1948,96,16,7,6,9,5,8,0,3,6,103,17,89,12,575,38,153,26,1,32,1319,3,66,17,0,26,6,0,1,0,18,1,3,3,0,29,17,0,0,0,0,0,0,1,71,1,2,2,14,97,8,1,16,198,34,1,0,13,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
henrylee2cn/faygo,/logging/file_test.go/BenchmarkFileCallDepth,10,2993.0,1.1316080450723278,1.4634146341463323,1.800868693618446,1.0318456856320068,0.4357173315454241,0.4633063179875575,7547,167515,22,1,375,4812,1948,96,16,7,6,9,5,8,0,3,6,103,17,89,12,575,38,153,26,1,32,1319,3,66,17,0,26,6,0,1,0,18,1,3,3,0,29,17,0,0,0,0,0,0,1,71,1,2,2,14,97,8,1,16,198,22,1,0,13,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
henrylee2cn/faygo,/logging/file_test.go/BenchmarkFileOnGoroutine,10,4844.3,16.90469329634457,18.38655739735361,23.41101913589167,48.41961276379786,1.5987957357075917,15.12352582405369,7547,167515,24,1,375,4811,1948,96,16,7,6,9,5,9,0,3,6,103,17,89,12,575,38,153,26,1,32,1319,3,66,17,0,26,6,0,1,0,18,1,3,3,0,29,17,0,0,0,0,0,0,1,71,1,2,2,14,97,8,1,16,198,24,1,0,12,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
henrylee2cn/faygo,/logging/format_test.go/BenchmarkStringFormatter,10,1608.4,0.1064845608776019,0.130564536185037,0.1740860482467019,0.2073680906042771,0.1010373756218905,0.1016713723113407,7771,170659,24,1,385,4924,1976,101,16,5,6,9,5,8,0,3,6,109,18,90,12,584,38,153,27,1,33,1347,3,67,17,0,26,6,0,1,0,18,1,3,3,0,29,17,0,0,0,0,0,0,1,67,1,2,2,14,99,8,1,16,180,24,1,0,17,9,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bemasher/rtlamr,/crc/crc_test.go/BenchmarkBCH,10,70379.4,0.0077881898362662,0.0093777440557973,0.0120773976476071,0.0155738465012358,0.0069255207593282,0.0063867592125668,23,2215,12,1,15,107,57,5,1,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,73,12,1,0,12,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bemasher/rtlamr,/crc/crc_test.go/BenchmarkCCITT,10,70378.3,0.006766459324533,0.0059677485815899,0.0079569981087796,0.0080882999200181,0.0034628095826761,0.0039718819292702,23,2215,14,1,15,107,57,5,1,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,73,14,1,0,12,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bemasher/rtlamr,/decode/decode_test.go/BenchmarkDecode,10,39712.1,0.2035218052347222,0.2407326734169146,0.3102329013071692,0.5401905480315318,0.2476897502771897,0.2582686352661846,48,3858,15,1,11,246,54,19,3,0,0,0,0,0,0,0,0,9,1,12,0,8,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,15,1,0,11,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bemasher/rtlamr,/decode/decode_test.go/BenchmarkFilter,10,14089.7,0.3784095350562331,0.4592006927046049,0.5876633285307784,1.2642384227000285,0.4667630027665461,0.4702120399013705,27,2014,15,1,7,158,37,11,0,0,0,0,0,0,0,0,0,4,1,11,0,4,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,15,1,0,9,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bemasher/rtlamr,/decode/decode_test.go/BenchmarkMagLUT,10,6947.5,0.0543878327875957,0.066210867218416,0.0834832673623631,0.2140464581208464,0.0818479093198992,0.0801972493604963,27,2014,15,1,7,151,40,10,0,0,0,0,0,0,0,0,0,5,1,12,0,4,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,15,1,0,11,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bemasher/rtlamr,/decode/decode_test.go/BenchmarkQuantize,10,5060.7,0.0247330518907378,0.0316161795799072,0.039520224474875,0.0866931671136372,0.032101975894092,0.0290216529173633,27,2014,17,1,7,153,36,10,0,0,0,0,0,0,0,0,0,3,1,11,0,5,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,17,1,0,9,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bemasher/rtlamr,/decode/decode_test.go/BenchmarkSearch,10,4344.2,0.043133279077253,0.0529441554256291,0.0644537544311788,0.0723471659256622,0.018702440428226,0.0247338396980517,33,2258,15,1,10,177,42,13,2,0,0,0,0,0,0,0,0,5,1,11,0,7,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,15,1,0,9,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bemasher/rtlamr,/decode/decode_test.go/BenchmarkTranspose,10,8418.9,0.0271150129165946,0.0344463053367974,0.0439487343952384,0.0202362755130648,0.0,0.0065675434093185,27,2014,18,1,7,152,36,11,1,0,0,0,0,0,0,0,0,4,1,11,0,4,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,18,1,0,9,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mna/gred,/resp/decode_test.go/BenchmarkDecodeArray,10,1238.5,0.2323062374058951,0.2906742026645245,0.3633427533306419,0.7861601416805543,0.1966132714804356,0.2694094802985615,36,2313,20,1,15,169,30,5,0,0,0,0,0,0,0,0,0,10,0,1,0,13,4,18,0,0,0,45,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201,20,1,0,12,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mna/gred,/resp/decode_test.go/BenchmarkDecodeBulkString,10,292.2,0.2164461095255564,0.239561943874055,0.3422313483915127,0.4327060579282829,0.0,0.1662352820668587,36,2313,25,1,15,169,30,5,0,0,0,0,0,0,0,0,0,10,0,1,0,13,4,18,0,0,0,45,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201,25,1,0,12,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mna/gred,/resp/decode_test.go/BenchmarkDecodeError,10,286.1,0.2579045044993435,0.2796225096120277,0.4194337644180316,0.6086839851834515,0.2840351398601398,0.28520667554343,36,2313,20,1,15,169,30,5,0,0,0,0,0,0,0,0,0,10,0,1,0,13,4,18,0,0,0,45,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201,20,1,0,12,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mna/gred,/resp/decode_test.go/BenchmarkDecodeInteger,10,158.0,0.0,0.0,0.0,0.0,0.0,0.0,36,2313,22,1,15,169,30,5,0,0,0,0,0,0,0,0,0,10,0,1,0,13,4,18,0,0,0,45,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201,22,1,0,12,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mna/gred,/resp/decode_test.go/BenchmarkDecodeRequest,10,805.9,0.462252010454515,0.5459734458369497,0.6948752947015787,0.979916118047541,0.4036474534161491,0.352056850921822,36,2313,22,1,15,169,30,5,0,0,0,0,0,0,0,0,0,10,0,1,0,13,4,18,0,0,0,45,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201,22,1,0,12,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mna/gred,/resp/decode_test.go/BenchmarkDecodeSimpleString,10,280.4,0.2493601636162985,0.2853067047075444,0.392296718972904,0.434682227376247,0.0,0.0934825026846886,36,2313,27,1,15,169,30,5,0,0,0,0,0,0,0,0,0,10,0,1,0,13,4,18,0,0,0,45,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201,27,1,0,12,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mna/gred,/resp/encode_test.go/BenchmarkEncodeArray,10,760.3,0.4558338806811358,0.565566223859012,0.7233986584243063,0.8442311143539041,0.2136332675871137,0.3108667758491616,48,2212,20,1,11,125,51,4,0,0,0,0,0,0,0,0,0,4,0,3,0,8,1,3,0,0,0,40,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,108,20,1,0,9,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mna/gred,/resp/encode_test.go/BenchmarkEncodeBulkString,10,272.3,2.2375324465690083,2.60741828865223,3.1950055086301834,3.936890970456855,0.3019853159851301,1.032474463797132,48,2212,25,1,11,125,51,4,0,0,0,0,0,0,0,0,0,4,0,3,0,8,1,3,0,0,0,40,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,108,25,1,0,9,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mna/gred,/resp/encode_test.go/BenchmarkEncodeError,10,115.9,0.6366391608046781,0.776531492666084,0.9490940465918968,1.836377526677173,0.7002935344827587,0.7038021526515852,48,2212,20,1,11,125,51,4,0,0,0,0,0,0,0,0,0,4,0,3,0,8,1,3,0,0,0,40,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,108,20,1,0,9,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mna/gred,/resp/encode_test.go/BenchmarkEncodeInteger,10,124.1,0.2548168944535358,0.3223207091055646,0.4029008863819501,0.0862970062146726,0.0,0.0013364256485719,48,2212,22,1,11,125,51,4,0,0,0,0,0,0,0,0,0,4,0,3,0,8,1,3,0,0,0,40,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,108,22,1,0,9,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mna/gred,/resp/encode_test.go/BenchmarkEncodeSimpleString,10,117.7,4.840252978997932,5.862361937128298,7.0518266779949,5.919215889536217,0.0,0.5462444975468898,48,2212,27,1,11,125,51,4,0,0,0,0,0,0,0,0,0,4,0,3,0,8,1,3,0,0,0,40,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,108,27,1,0,9,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ungerik/go3d,/mat4/mat4_test.go/BenchmarkAssignMul,10,86.86,0.0594517360688885,0.069076675109374,0.0805894542942751,0.2912037501962581,0.0,0.0712714069556525,9,1630,18,1,2,21,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,240,18,1,0,8,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ungerik/go3d,/mat4/mat4_test.go/BenchmarkMulAddVec4_PassByPointer,10,135.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2695,33,1,2,32,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,240,33,1,0,12,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ungerik/go3d,/mat4/mat4_test.go/BenchmarkMulAddVec4_PassByValue,10,155.8,0.2706270997148805,0.3209242618741976,0.3851091142490335,0.761147661745847,0.0,0.0309552502995321,10,1600,31,1,3,33,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,240,31,1,0,12,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ungerik/go3d,/mat4/mat4_test.go/BenchmarkMulVec4,10,49.6,0.0,0.0,0.0,0.0,0.0,0.0,6,935,16,1,1,15,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,240,16,1,0,8,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ungerik/go3d,/mat4/mat4_test.go/BenchmarkMultMatrix,10,46.72,0.135371475178438,0.1712328767123251,0.2140410958903988,0.0458280512132527,0.0,0.0006957933708921,7,1815,19,1,2,19,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,240,19,1,0,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ungerik/go3d,/mat4/mat4_test.go/BenchmarkTransformVec4,10,26.06,0.1981572446256061,0.2686108979278598,0.3069838833461178,0.9702299823505984,0.0,0.2374614196387411,6,935,22,1,0,17,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,240,22,1,0,8,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbiskup/edify,/edifact/msg/nestedmsg_test.go/BenchmarkCreateNestedMsg,10,2943.0,0.1528002895371167,0.1834862385321131,0.2412504247366601,0.4231233023406271,0.1655585258152174,0.1774246325542829,711,3874,24,1,47,224,101,8,0,0,0,0,0,0,0,0,0,7,0,3,0,9,1,3,2,0,0,69,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,146,24,1,0,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbiskup/edify,/edifact/msg/nestedmsg_test.go/BenchmarkDumpWithGroupParts,10,8784.0,0.5374938893438138,0.688752276867031,0.8936703096539163,0.6229090415177705,0.1387746426741074,0.2403346204480737,783,4378,27,1,52,266,131,11,0,0,0,0,0,0,0,0,0,11,0,3,0,10,1,3,2,0,0,78,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,17,146,27,1,0,7,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbiskup/edify,/edifact/query/navigator_test.go/BenchmarkNavigate1,10,5622.2,1.4276362018717723,1.7662125146739742,2.3175980932730837,3.408291921625004,1.6504512029941187,1.7482636659558362,2330,30466,18,1,265,2461,715,46,3,0,0,0,0,0,0,0,0,40,1,37,0,274,6,19,18,0,0,563,6,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,11,0,0,0,7,158,18,1,0,9,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbiskup/edify,/edifact/spec/dataelement/repr_test.go/BenchmarkValidateLongExpr,10,9577.6,0.0073004291135576,0.0083528232542713,0.0125292348813785,0.0259244390605826,0.0084817593317671,0.0084946511536129,625,3745,25,1,46,241,92,7,0,0,0,0,0,0,0,0,0,11,0,3,0,20,1,3,1,0,0,80,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14,95,25,1,0,12,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
